customer_id;Year_Birth;Education;Marital_Status;Income;MntWines;MntFruits;MntMeatProducts;MntFishProducts;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth
798;1987;Graduation;Single;23442.0;2;0;6;8;1;0;3;7
8213;1980;2n Cycle;Together;14515.0;6;4;9;6;2;2;3;7
2488;1956;2n Cycle;Divorced;31395.0;23;1;25;0;2;1;3;6
9999;1965;Graduation;Together;75276.0;610;105;125;137;9;4;9;5
7617;1974;Graduation;Single;42373.0;67;5;61;3;2;1;5;5
615;1960;Graduation;Together;30507.0;65;36;74;38;5;1;4;7
2552;1955;PhD;Single;55521.0;416;0;26;0;6;3;6;7
194;1965;Graduation;Married;48006.0;23;0;11;3;1;0;3;6
3645;1972;PhD;Single;27213.0;19;3;26;10;2;0;4;8
8890;1971;PhD;Divorced;65808.0;155;7;80;13;5;1;5;6
5049;1974;PhD;Together;30351.0;14;0;24;3;3;0;2;9
9973;1963;Graduation;Married;50437.0;370;9;92;6;7;1;8;7
7301;1982;2n Cycle;Single;23616.0;4;22;11;3;3;0;3;8
10882;1976;Graduation;Married;53858.0;407;53;221;58;4;3;6;4
7030;1955;PhD;Married;66465.0;1200;0;204;38;11;9;12;6
7422;1987;Graduation;Single;46923.0;85;44;54;102;5;1;7;7
3523;1962;Graduation;Together;75072.0;583;34;309;0;5;4;8;3
7106;1943;PhD;Married;75865.0;483;0;591;156;3;5;10;1
6504;1975;2n Cycle;Together;19789.0;2;5;9;28;2;1;3;5
5067;1994;Graduation;Together;80134.0;966;26;282;52;2;7;11;5
4216;1981;Graduation;Single;91065.0;822;114;108;179;7;9;9;3
8581;1971;Master;Married;49505.0;604;0;100;19;10;2;8;8
5929;1973;PhD;Married;37401.0;19;3;19;3;2;0;3;7
3129;1983;Graduation;Married;30096.0;5;3;11;12;2;0;3;6
6528;1982;Master;Together;18492.0;2;2;2;2;1;0;2;8
1361;1974;Master;Married;82584.0;1076;68;103;29;3;4;8;1
6932;1941;PhD;Married;93027.0;1285;42;716;55;7;10;5;2
7284;1953;Graduation;Married;48686.0;10;0;7;2;1;0;2;8
1340;1986;Graduation;Married;92910.0;551;137;792;179;6;7;13;1
8746;1989;Graduation;Married;75433.0;800;0;297;0;2;5;10;6
5987;1989;2n Cycle;Together;10404.0;2;2;11;10;1;0;4;5
3767;1968;Graduation;Married;61314.0;378;0;189;97;5;5;12;3
3725;1961;PhD;Single;84865.0;1248;16;349;43;2;4;9;4
4324;1989;Graduation;Married;42387.0;235;0;235;19;8;1;7;8
238;1967;2n Cycle;Together;67309.0;515;47;181;149;9;6;9;7
6694;1964;Graduation;Married;75236.0;438;66;400;12;8;3;13;4
498;1970;Graduation;Single;30015.0;25;0;22;2;1;0;4;5
9347;1956;Master;Together;50943.0;31;0;7;2;1;0;3;5
9699;1966;Graduation;Divorced;67272.0;357;35;271;28;6;2;12;5
10664;1949;Master;Widow;51529.0;400;4;35;6;9;1;5;8
5455;1971;PhD;Married;32011.0;99;0;15;2;2;1;4;7
456;1986;2n Cycle;Married;7500.0;1;11;5;4;2;0;3;8
5012;1989;Graduation;Married;28691.0;5;4;13;8;1;0;3;8
7495;1948;PhD;Married;56223.0;77;28;31;16;2;1;5;4
5029;1946;Graduation;Married;18100.0;3;1;2;4;0;0;3;5
10642;1989;Graduation;Single;30279.0;10;4;14;4;1;0;3;8
2106;1974;2n Cycle;Married;20130.0;0;6;3;7;1;0;3;8
10364;1959;Graduation;Divorced;23295.0;0;0;1;2;1;0;2;8
5954;1972;Master;Divorced;42618.0;76;14;74;13;5;0;4;8
1137;1964;Graduation;Single;81246.0;398;190;537;61;4;5;7;1
2541;1976;Graduation;Married;24027.0;14;7;11;11;2;0;3;8
1142;1953;PhD;Married;55707.0;208;7;82;30;3;2;9;3
2276;1955;Graduation;Single;57959.0;430;16;322;43;4;7;11;3
2807;1969;Graduation;Married;56796.0;656;38;161;62;8;9;7;7
6471;1971;Master;Single;36230.0;14;2;30;8;2;0;4;5
6131;1980;2n Cycle;Married;70829.0;141;70;106;72;4;2;8;3
6233;1976;Graduation;Married;65991.0;507;19;364;25;9;5;10;7
4148;1972;Graduation;Married;38988.0;164;24;103;12;5;1;6;8
4947;1966;2n Cycle;Single;89572.0;606;24;974;197;7;7;9;4
3225;1984;Master;Married;42207.0;116;11;72;3;4;1;5;6
7540;1952;Graduation;Married;50300.0;143;15;60;24;2;1;8;2
10648;1982;2n Cycle;Together;66664.0;398;96;447;220;5;7;6;3
1992;1964;Graduation;Married;60597.0;522;0;257;32;2;2;8;7
7851;1949;Graduation;Widow;70165.0;161;0;253;199;3;7;11;1
8594;1958;PhD;Widow;50520.0;112;0;6;2;3;1;3;6
7059;1963;Graduation;Married;80124.0;483;84;398;205;3;7;8;1
2815;1975;Graduation;Married;33183.0;7;5;39;17;4;0;3;7
2416;1969;PhD;Single;66582.0;789;25;420;16;2;8;9;1
7999;1955;PhD;Together;75261.0;1239;17;413;23;5;6;5;2
9213;1970;Graduation;Widow;31880.0;4;1;5;2;1;0;2;8
9697;1951;Graduation;Married;53790.0;335;42;127;28;7;2;8;6
3916;1971;PhD;Together;49269.0;639;8;166;11;7;3;12;7
2021;1975;Graduation;Married;61456.0;563;76;384;84;6;10;13;4
1581;1980;Graduation;Married;37406.0;2;0;8;2;1;0;2;8
564;1981;PhD;Together;56937.0;746;8;125;11;8;6;9;6
6619;1978;Graduation;Married;38415.0;22;1;13;4;1;0;3;7
9081;1988;Graduation;Single;20518.0;4;1;6;4;1;1;2;5
178;1956;Graduation;Married;62503.0;478;0;193;110;8;3;11;5
916;1972;PhD;Single;41644.0;20;3;4;2;1;0;3;3
5512;1977;Master;Married;55842.0;451;0;39;0;7;1;8;5
8970;1972;PhD;Married;62010.0;371;22;39;6;6;2;7;5
10581;1977;Graduation;Married;41124.0;281;7;84;15;7;3;4;8
5300;1973;Master;Married;38961.0;19;7;19;0;2;1;2;7
5154;1972;Master;Divorced;37760.0;26;3;13;2;2;0;3;6
8346;1974;Graduation;Single;32233.0;138;15;35;25;6;2;2;9
1676;1975;Graduation;Married;43057.0;213;2;44;0;4;2;5;5
9286;1960;Master;Together;83151.0;407;28;100;120;5;9;4;3
2426;1964;PhD;Divorced;78825.0;483;74;114;169;5;10;13;3
5172;1976;Master;Together;65104.0;738;0;232;13;3;5;7;7
5562;1974;Graduation;Married;60093.0;502;12;109;16;7;2;10;6
3436;1969;Graduation;Married;14045.0;11;0;5;2;1;0;3;7
3921;1952;2n Cycle;Widow;28457.0;24;1;108;29;4;1;4;8
3403;1958;PhD;Together;78952.0;1170;19;594;99;2;5;12;6
22;1976;Graduation;Divorced;46310.0;185;2;88;15;6;1;5;8
10965;1955;Graduation;Together;76005.0;983;20;389;240;3;5;13;6
9426;1964;Master;Single;58308.0;691;0;69;10;2;6;3;8
6605;1944;PhD;Divorced;55614.0;504;13;131;8;9;4;6;7
3136;1962;Master;Divorced;59432.0;317;25;265;25;5;3;11;5
8737;1978;Graduation;Divorced;55563.0;29;1;9;2;2;0;3;3
11088;1971;PhD;Together;78642.0;1396;0;322;46;4;9;4;6
716;1949;PhD;Together;67911.0;529;0;356;63;6;7;11;3
466;1944;Graduation;Married;65275.0;388;14;218;91;4;3;13;2
9135;1950;Graduation;Together;27203.0;13;2;21;4;1;1;2;8
10623;1961;Master;Together;48330.0;28;0;4;0;1;0;3;5
8151;1990;Basic;Married;24279.0;16;36;21;20;4;1;3;8
5140;1985;PhD;Married;64355.0;1047;0;140;67;4;3;12;8
10160;1956;Master;Together;50943.0;31;0;7;2;1;0;3;5
4945;1953;Graduation;Widow;53653.0;815;10;239;28;10;4;12;6
10584;1976;Graduation;Married;65665.0;225;162;387;106;5;10;8;3
6071;1989;Graduation;Single;81217.0;493;70;324;146;3;7;11;1
3386;1992;Graduation;Married;34935.0;34;4;66;3;2;1;4;7
8939;1959;Graduation;Divorced;61250.0;382;138;65;60;5;2;12;5
9925;1981;PhD;Together;39665.0;127;1;56;0;4;2;3;7
4320;1979;Graduation;Single;60152.0;325;83;300;86;6;4;12;3
5389;1964;Graduation;Married;48920.0;238;17;68;8;6;2;5;7
6036;1959;Master;Together;89120.0;1168;92;408;72;5;6;7;1
182;1946;PhD;Together;44124.0;284;0;55;0;6;2;5;8
203;1975;Master;Single;81169.0;1288;20;613;80;5;7;9;2
11025;1961;Graduation;Married;36443.0;65;0;46;4;3;1;3;8
10203;1990;Graduation;Single;26095.0;11;7;9;3;1;0;3;7
4607;1959;Graduation;Together;71367.0;227;23;389;42;4;5;7;2
3711;1944;Master;Married;80184.0;1035;134;670;25;6;3;10;3
3696;1965;Graduation;Divorced;30630.0;27;1;12;2;2;0;3;7
2532;1987;Master;Single;73454.0;982;73;351;56;2;4;6;5
9214;1991;Graduation;Married;42691.0;179;2;64;38;5;1;6;5
4943;1953;Graduation;Married;70503.0;1379;33;216;0;2;4;9;6
35;1987;Graduation;Married;25545.0;32;1;64;16;2;2;3;6
2258;1986;Graduation;Married;32880.0;8;4;15;7;1;0;3;8
4322;1958;PhD;Together;77863.0;881;38;319;16;4;5;10;2
713;1977;Master;Married;50353.0;141;15;153;67;4;4;6;3
4702;1964;Graduation;Single;61839.0;1000;155;379;224;4;8;4;8
3281;1960;PhD;Married;49154.0;206;10;67;30;4;1;8;6
702;1975;2n Cycle;Widow;47682.0;162;61;83;97;4;3;8;5
2004;1969;Graduation;Single;72679.0;619;54;260;127;4;7;5;1
4769;1977;Master;Together;57954.0;456;4;24;0;8;2;6;7
4437;1962;Graduation;Married;65316.0;112;6;92;3;3;2;5;4
8724;1982;Graduation;Single;28567.0;11;3;22;2;2;0;3;6
10741;1951;Master;Together;47352.0;172;12;112;8;6;1;5;7
1991;1967;Graduation;Together;44931.0;78;0;11;0;2;1;3;5
6931;1967;Graduation;Divorced;76982.0;464;151;292;65;8;3;4;4
11096;1952;2n Cycle;Together;57247.0;99;4;32;37;2;1;7;2
304;1981;Master;Single;22944.0;19;3;19;4;3;0;3;7
3665;1977;2n Cycle;Together;25315.0;1;9;8;11;3;0;3;8
10591;1969;Graduation;Widow;43638.0;63;10;83;7;4;1;4;7
5036;1984;PhD;Single;42710.0;252;3;42;4;4;5;3;6
5547;1982;PhD;Married;84169.0;1478;19;403;0;7;6;6;3
7822;1976;Graduation;Together;54058.0;198;18;252;32;4;6;8;3
8541;1990;2n Cycle;Married;24683.0;8;4;10;6;2;0;4;5
10955;1964;Graduation;Widow;85620.0;416;46;925;60;3;6;4;1
4368;1980;Graduation;Married;47850.0;42;7;43;20;3;0;4;6
9671;1968;Graduation;Married;19514.0;14;3;21;2;3;1;2;8
2256;1973;Master;Married;27159.0;17;0;3;0;1;0;3;6
4279;1963;2n Cycle;Single;39548.0;15;4;10;3;1;1;3;3
5371;1989;Graduation;Single;21474.0;6;16;24;11;3;1;2;7
9240;1971;PhD;Single;60504.0;458;0;24;6;6;2;8;6
9460;1963;Graduation;Married;22419.0;30;3;47;19;3;2;2;8
9504;1949;Master;Married;81698.0;179;28;520;111;3;8;13;1
8692;1952;Graduation;Together;43462.0;90;17;97;15;4;1;5;8
448;1978;PhD;Single;54880.0;308;85;137;102;6;2;11;5
8314;1982;Graduation;Married;79908.0;557;129;761;29;5;6;7;2
8420;1970;2n Cycle;Married;15315.0;7;4;13;15;2;0;4;5
3174;1959;Graduation;Together;87771.0;1492;38;287;50;5;10;4;6
7685;1978;Graduation;Married;33039.0;30;8;12;8;2;0;4;5
3179;1980;Graduation;Single;81741.0;249;153;940;58;6;6;7;2
9780;1971;Master;Together;71499.0;465;25;132;136;8;3;13;4
10681;1970;2n Cycle;Married;62466.0;129;129;259;168;6;3;12;4
10232;1963;PhD;Divorced;48799.0;174;18;81;28;3;2;7;3
4184;1950;PhD;Together;52157.0;189;2;29;3;3;2;5;4
9120;1962;Graduation;Single;66565.0;747;10;161;65;4;2;9;8
891;1951;Master;Together;29298.0;6;0;2;2;1;0;2;5
10381;1979;Graduation;Single;47691.0;14;0;3;0;1;0;2;6
3525;1970;Graduation;Together;38200.0;12;0;4;0;1;0;2;7
6818;1974;Graduation;Married;44989.0;98;0;106;49;5;1;5;6
3526;1968;PhD;Married;38443.0;32;0;5;0;1;0;3;7
8181;1978;2n Cycle;Single;38593.0;51;12;49;17;4;1;3;8
1029;1970;PhD;Together;64413.0;200;5;44;0;5;1;5;5
7369;1981;Master;Married;36959.0;25;6;25;6;2;0;3;8
2574;1977;PhD;Married;61996.0;1050;12;144;0;6;4;8;5
8159;1968;Graduation;Married;51287.0;117;0;22;13;4;1;3;7
1160;1970;Graduation;Married;13260.0;9;4;17;10;3;0;3;8
10242;1966;PhD;Together;47472.0;56;0;11;0;2;0;4;5
5253;1956;Master;Together;54603.0;145;13;46;17;4;2;4;7
5966;1974;PhD;Married;45207.0;203;0;10;0;3;1;6;6
5314;1951;Graduation;Together;40689.0;270;3;27;39;7;1;5;8
5081;1967;2n Cycle;Together;47821.0;9;0;16;6;1;0;3;8
5123;1951;Master;Married;27450.0;37;12;23;8;2;1;3;7
5756;1983;Graduation;Together;39453.0;46;0;7;0;2;0;3;6
8036;1971;2n Cycle;Together;26850.0;31;1;13;7;2;1;4;4
9058;1955;Graduation;Widow;79800.0;1060;21;530;32;5;11;5;3
5057;1961;Master;Married;61794.0;264;47;188;54;4;4;10;2
254;1955;Graduation;Together;53863.0;399;4;30;6;7;1;7;7
4179;1959;Graduation;Together;24221.0;8;9;9;2;1;1;3;4
3710;1984;PhD;Single;39684.0;19;0;35;6;2;1;2;7
7627;1975;Master;Married;92163.0;817;183;797;106;5;11;5;2
4501;1965;Master;Single;69882.0;292;127;635;132;3;7;9;1
6424;1977;Graduation;Together;33178.0;12;6;2;11;1;0;3;4
3075;1972;PhD;Married;59973.0;130;30;168;20;3;4;7;1
4992;1975;Master;Together;17459.0;6;4;16;3;3;1;2;7
5252;1969;Graduation;Divorced;23910.0;16;12;18;7;2;0;3;7
7444;1969;Master;Married;42169.0;19;0;9;0;1;0;3;8
6919;1978;2n Cycle;Married;26224.0;4;7;15;13;2;1;3;6
3537;1981;Graduation;Together;31089.0;31;3;31;2;3;0;4;8
10277;1961;Graduation;Single;30081.0;36;0;2;0;1;0;3;7
2453;1960;Graduation;Together;62807.0;526;28;135;10;5;3;12;5
7972;1955;Graduation;Single;72906.0;400;32;519;71;3;4;9;1
895;1948;PhD;Married;61467.0;410;16;114;0;5;2;10;5
1177;1966;Master;Together;49618.0;80;3;26;4;3;1;3;7
7141;1986;Master;Single;21888.0;88;10;46;2;5;1;2;10
7232;1973;Graduation;Widow;42429.0;55;0;6;2;1;1;3;5
8477;1956;Graduation;Divorced;26150.0;5;1;13;3;1;0;3;7
2457;1975;Basic;Married;30801.0;8;4;5;15;1;0;3;7
988;1965;Graduation;Married;81168.0;410;0;592;147;6;4;7;3
7930;1969;Master;Single;26877.0;101;13;76;20;3;1;6;6
4587;1944;Master;Widow;45006.0;162;25;53;16;3;1;7;3
6682;1973;Basic;Married;18978.0;2;8;1;4;1;0;3;8
6222;1967;Graduation;Married;22574.0;25;0;8;2;2;0;3;7
10299;1969;PhD;Single;48240.0;389;91;248;64;6;3;13;5
3083;1974;Graduation;Married;45837.0;215;13;87;17;6;2;5;7
8953;1965;Master;Single;35791.0;27;0;5;0;1;0;3;8
1503;1976;PhD;Together;162397.0;85;1;16;2;0;0;1;1
8650;1978;Graduation;Widow;54162.0;5;6;10;6;1;0;3;4
10862;1960;Master;Married;30522.0;179;8;83;19;1;2;9;2
2782;1961;PhD;Married;54456.0;352;0;27;10;6;1;7;6
6941;1971;Graduation;Single;31632.0;17;8;12;11;2;1;2;7
10972;1949;Graduation;Widow;72298.0;625;35;169;58;4;3;6;1
10708;1978;2n Cycle;Single;36975.0;10;6;11;0;1;0;3;7
6583;1955;2n Cycle;Married;72635.0;390;22;323;104;6;8;6;3
3641;1976;Graduation;Married;13624.0;10;2;15;2;2;0;3;6
10156;1975;Graduation;Single;84196.0;215;63;507;231;8;4;7;3
4299;1960;Graduation;Together;70971.0;1001;17;572;93;11;11;5;7
3469;1977;PhD;Divorced;34487.0;19;18;33;24;3;0;3;9
5063;1977;Graduation;Single;28769.0;41;5;129;10;4;1;4;9
10727;1970;PhD;Married;69084.0;1181;107;199;39;7;3;13;8
9624;1958;PhD;Together;65488.0;603;45;207;36;3;4;6;1
5156;1970;2n Cycle;Married;62466.0;129;129;259;168;6;3;12;4
4376;1960;2n Cycle;Single;32218.0;10;24;15;13;2;1;3;7
8923;1973;Graduation;Single;83917.0;514;22;732;42;6;7;7;3
8461;1962;Graduation;Divorced;46102.0;14;0;1;0;1;0;2;7
6945;1952;Graduation;Single;84574.0;387;20;713;38;9;11;11;5
944;1962;Graduation;Married;56181.0;121;103;69;8;4;2;7;4
1907;1950;Master;Divorced;63120.0;965;69;279;54;8;4;9;7
701;1971;Graduation;Married;73691.0;707;21;250;85;6;2;8;2
3856;1960;Graduation;Together;63381.0;571;50;142;33;4;5;13;2
4149;1948;PhD;Together;76140.0;586;66;653;17;5;9;6;2
2131;1959;PhD;Divorced;62859.0;1063;89;102;16;9;4;6;6
2942;1964;Graduation;Single;45906.0;305;3;27;4;5;4;4;5
1173;1947;Master;Together;77632.0;1200;105;758;0;4;2;6;2
4381;1971;PhD;Married;46463.0;163;2;40;8;3;1;6;6
4611;1970;Graduation;Together;105471.0;1009;181;104;202;9;8;13;3
3376;1970;Master;Divorced;55282.0;125;6;73;8;3;1;6;4
4679;1977;Master;Married;78710.0;721;0;152;119;7;6;12;4
10928;1958;Graduation;Together;66886.0;315;4;62;41;7;1;7;5
4248;1960;Master;Single;98777.0;1000;19;711;125;4;6;9;1
6728;1985;Graduation;Together;29103.0;16;0;17;6;1;0;3;9
6661;1974;Graduation;Married;67445.0;757;80;217;29;9;6;12;6
4725;1950;PhD;Together;50616.0;30;2;25;0;1;1;4;2
3277;1955;Graduation;Divorced;49431.0;219;3;100;26;7;1;5;8
5555;1975;Graduation;Divorced;153924.0;1;1;1;1;0;0;0;0
2564;1953;Graduation;Together;61278.0;111;3;28;2;3;1;4;6
946;1958;2n Cycle;Together;26490.0;45;47;52;21;3;1;5;6
3867;1947;PhD;Together;73059.0;410;112;420;0;9;3;13;4
6940;1966;PhD;Single;46734.0;100;1;39;6;3;2;3;6
55;1963;Graduation;Together;56253.0;509;0;65;7;7;2;9;6
7093;1985;Graduation;Married;19986.0;3;6;5;0;0;0;3;7
5084;1975;Graduation;Widow;58330.0;445;53;213;104;6;4;13;4
1777;1980;Basic;Married;25965.0;2;2;11;41;2;0;3;8
8162;1956;Master;Together;14661.0;4;1;11;6;1;0;3;6
10826;1959;Graduation;Married;18690.0;6;1;7;23;1;1;2;8
8754;1974;PhD;Together;45068.0;14;0;3;0;1;0;2;7
1987;1987;Basic;Single;21063.0;1;10;11;19;2;0;3;6
11007;1968;PhD;Married;29187.0;26;0;6;0;1;0;3;8
7426;1971;2n Cycle;Married;54690.0;111;16;37;7;3;1;5;3
9153;1964;PhD;Married;59304.0;418;61;428;80;7;8;10;5
10379;1962;Master;Single;59247.0;327;9;122;19;5;2;9;6
9204;1970;Graduation;Widow;66731.0;371;159;194;58;4;3;6;3
3197;1980;Graduation;Married;77353.0;275;59;107;69;6;4;8;4
2920;1975;PhD;Single;52614.0;789;0;142;12;2;4;8;8
6961;1974;Graduation;Married;26751.0;1;1;5;0;1;0;2;8
4673;1963;PhD;Married;81300.0;1004;12;145;32;10;3;5;5
9937;1979;Graduation;Single;70337.0;187;81;149;25;2;2;12;1
8779;1985;2n Cycle;Married;36145.0;56;4;76;17;4;1;3;9
9596;1980;PhD;Single;65295.0;365;32;117;34;3;3;13;2
2891;1963;Graduation;Divorced;68118.0;595;23;123;10;8;9;4;6
4910;1967;Graduation;Divorced;68743.0;1132;134;384;175;11;5;13;7
75;1982;2n Cycle;Together;41039.0;34;11;137;179;8;1;5;8
10120;1955;Graduation;Together;38946.0;116;6;82;6;3;1;6;5
6327;1967;Graduation;Together;65777.0;565;32;435;28;2;8;6;1
10142;1976;PhD;Divorced;66476.0;372;18;126;47;5;2;11;4
9826;1972;PhD;Single;86857.0;899;102;838;133;5;6;10;2
1501;1982;PhD;Married;160803.0;55;16;1622;17;0;28;1;0
10767;1989;PhD;Together;77845.0;760;40;480;0;3;5;12;1
7279;1969;PhD;Together;69476.0;260;86;559;63;4;6;4;2
7230;1960;PhD;Divorced;50611.0;459;0;24;6;4;5;7;6
143;1970;Graduation;Single;61209.0;466;0;224;119;5;3;4;2
450;1958;Master;Together;42315.0;67;15;80;17;1;4;4;3
9316;1952;Basic;Together;13084.0;2;0;7;3;1;0;3;6
6379;1949;Master;Widow;47570.0;67;1;20;0;2;2;2;7
9239;1961;Master;Married;61923.0;92;4;18;3;2;1;4;3
8315;1995;Graduation;Single;34824.0;4;2;11;2;1;0;2;6
2868;1949;PhD;Single;26518.0;20;1;28;3;2;0;3;8
10888;1961;Graduation;Single;45938.0;273;11;178;62;8;4;6;6
1277;1960;Graduation;Together;78468.0;434;22;388;104;10;7;10;4
9977;1973;Graduation;Divorced;78901.0;321;11;309;33;9;3;5;4
10196;1978;Graduation;Married;71427.0;212;123;177;15;8;2;8;4
6384;1978;Graduation;Divorced;71022.0;909;12;278;0;5;2;11;8
8029;1988;Master;Single;90247.0;1184;32;352;21;3;4;7;1
968;1968;Master;Divorced;41335.0;112;19;21;16;4;1;4;7
6988;1986;Graduation;Married;71952.0;656;80;455;52;8;4;8;4
4472;1970;PhD;Divorced;35682.0;23;0;8;6;1;1;3;2
6991;1951;Graduation;Divorced;43185.0;537;6;42;16;9;3;6;8
3336;1948;PhD;Together;66375.0;712;0;45;0;2;4;5;7
4301;1971;Master;Married;35178.0;23;1;13;2;1;1;2;7
1940;1986;Graduation;Married;25252.0;1;3;4;2;1;0;2;8
1272;1965;Master;Single;55250.0;664;58;83;32;7;5;10;5
1388;1975;Graduation;Single;33249.0;6;10;21;19;2;1;3;6
1044;1953;Graduation;Together;58398.0;299;5;201;21;5;4;8;4
6969;1982;Graduation;Together;50272.0;99;13;66;43;4;1;5;7
10479;1975;PhD;Married;76618.0;749;40;294;121;3;2;5;1
3619;1960;2n Cycle;Divorced;87305.0;345;25;501;63;5;3;8;2
1715;1978;Graduation;Together;25851.0;9;4;18;7;2;0;3;7
10159;1970;Graduation;Divorced;58710.0;440;81;368;0;11;5;9;6
1463;1958;Graduation;Single;45160.0;8;2;5;3;1;0;2;7
5114;1965;Master;Married;74806.0;670;9;249;0;5;4;5;4
4990;1954;Graduation;Married;59111.0;524;0;134;28;11;1;8;7
4329;1984;PhD;Married;18988.0;6;0;6;2;1;0;3;7
10936;1965;Graduation;Married;72190.0;597;166;597;172;5;6;4;3
4692;1976;Graduation;Married;7500.0;7;0;12;13;4;1;2;9
7212;1966;Graduation;Married;44794.0;54;0;7;0;2;0;3;6
6086;1955;Graduation;Married;80395.0;445;25;706;80;6;5;12;2
437;1976;Master;Divorced;75012.0;294;142;218;164;3;8;11;1
11171;1965;Master;Married;56962.0;292;3;77;10;6;3;5;7
11101;1991;Graduation;Together;89891.0;412;22;132;59;11;6;8;4
5329;1949;PhD;Divorced;35946.0;8;0;3;0;0;0;3;5
610;1953;PhD;Together;53593.0;349;4;78;6;7;2;6;8
9384;1978;Graduation;Married;66373.0;328;9;124;12;4;2;10;3
5956;1948;PhD;Divorced;45072.0;144;2;99;7;6;1;4;8
10430;1973;Graduation;Divorced;89694.0;1126;28;211;37;4;3;4;5
7875;1949;Graduation;Married;72025.0;967;0;617;43;4;8;13;2
7072;1973;Graduation;Married;67432.0;432;79;341;177;8;5;4;4
6255;1952;Master;Together;70545.0;138;39;63;55;4;1;7;2
6516;1989;Basic;Married;17487.0;0;0;1;7;1;0;2;7
5564;1969;Graduation;Together;62882.0;509;133;497;78;7;5;6;4
5682;1953;PhD;Single;64108.0;948;10;86;13;6;9;11;5
7458;1956;Master;Together;34941.0;39;2;25;4;3;0;3;8
5237;1950;PhD;Single;48767.0;28;1;21;3;2;1;3;5
7761;1978;2n Cycle;Together;38702.0;13;11;24;13;3;0;4;6
5278;1964;Graduation;Married;82224.0;307;26;360;138;6;9;5;3
3560;1952;Graduation;Together;83844.0;901;31;345;75;4;4;11;1
7235;1975;2n Cycle;Married;17003.0;2;5;12;4;2;0;4;5
10548;1995;Graduation;Single;71163.0;283;17;372;138;3;8;12;1
2281;1970;Graduation;Single;33697.0;4;3;7;0;1;0;2;7
4073;1954;2n Cycle;Married;63564.0;769;80;252;15;10;10;7;6
6974;1972;PhD;Together;83443.0;518;42;742;55;6;10;5;2
7938;1958;PhD;Together;51518.0;350;8;66;17;3;2;10;3
7094;1975;Graduation;Widow;58330.0;445;53;213;104;6;4;13;4
3667;1969;Graduation;Married;80952.0;778;178;689;41;8;5;11;8
7723;1979;Graduation;Together;75507.0;709;93;374;104;8;6;6;3
3870;1978;2n Cycle;Together;63855.0;359;35;314;93;7;3;13;4
4012;1972;PhD;Together;62220.0;799;12;375;16;7;6;5;6
5909;1964;Graduation;Married;58512.0;895;10;101;13;3;4;8;8
10470;1979;Master;Married;40662.0;40;2;23;0;2;1;3;4
6488;1959;PhD;Married;38829.0;76;0;7;0;3;2;2;5
10270;1981;2n Cycle;Married;35523.0;11;5;22;12;3;0;3;7
6887;1967;Graduation;Single;79146.0;245;16;223;21;8;1;8;6
6406;1988;Master;Married;78285.0;647;107;391;175;6;4;10;3
7573;1978;PhD;Single;31626.0;39;1;9;2;2;1;2;7
4508;1952;Graduation;Single;75127.0;203;35;305;46;2;11;5;1
221;1955;Graduation;Married;48726.0;138;3;38;4;3;2;4;6
5331;1977;Graduation;Married;74985.0;587;51;898;247;3;6;7;2
1911;1987;Graduation;Together;67430.0;595;97;291;127;11;5;12;6
20;1965;2n Cycle;Married;46891.0;43;12;23;29;2;1;4;4
8786;1956;Master;Married;62058.0;301;7;74;10;6;1;7;6
10582;1979;Graduation;Married;72063.0;180;32;348;76;5;2;12;2
1915;1951;PhD;Married;78939.0;794;115;243;150;8;5;6;3
8897;1965;Graduation;Single;42720.0;392;5;91;28;7;3;7;8
2371;1972;Graduation;Married;33622.0;39;1;22;3;2;0;4;7
4303;1957;PhD;Together;6835.0;107;2;12;2;0;0;1;20
6825;1953;Graduation;Together;41452.0;13;0;3;0;1;0;2;7
1072;1965;PhD;Single;40760.0;70;0;17;0;2;1;3;6
4964;1958;PhD;Together;74250.0;680;11;392;75;2;11;4;1
2461;1955;Master;Single;51124.0;26;1;11;0;1;0;3;3
10736;1971;Graduation;Single;72258.0;522;0;522;227;6;9;5;2
3194;1974;PhD;Single;71466.0;412;12;546;78;4;4;10;1
10839;1976;Graduation;Together;36283.0;6;5;5;8;1;0;3;4
49;1970;Graduation;Single;20587.0;2;3;6;4;1;1;2;7
4290;1972;Graduation;Married;30467.0;1;3;8;2;1;0;2;7
10219;1972;Graduation;Together;31590.0;6;2;15;6;1;0;3;8
4211;1986;Basic;Married;20425.0;4;12;5;3;2;0;3;7
1135;1960;Master;Together;17144.0;18;2;19;0;3;0;4;7
6299;1968;PhD;Divorced;42564.0;324;48;186;39;6;8;4;7
10846;1978;Master;Married;43783.0;327;9;125;25;7;1;8;7
347;1976;Graduation;Divorced;40780.0;229;27;71;13;7;1;5;9
6543;1945;Master;Together;62847.0;521;168;706;80;3;6;4;2
10446;1957;PhD;Married;82017.0;184;23;446;30;5;4;7;2
3479;1950;Graduation;Single;16813.0;4;8;11;12;2;0;3;7
11075;1978;Graduation;Married;51267.0;183;2;64;7;3;3;5;4
4442;1961;Graduation;Single;46524.0;31;19;35;26;1;1;5;3
199;1962;Master;Single;45183.0;219;3;60;12;4;1;7;7
6722;1954;PhD;Married;70421.0;479;28;136;75;10;3;7;6
